S/N,EMPLOYER CODE,OLD EMPLOYER CODE,REGISTRATION,NAME,SECTOR
"28,241",PR0000009689, ,9689,KANO BEBY SHOE FACTORY LIMITED,Domestic Products Manufacturing and Marketing
"28,242",PR0000467241, ,467241,KANO BRICKS & CLAY PRODUCTS LTD,Domestic Products Manufacturing and Marketing
"28,243",PR0000017617, ,17617,KANO ELECTRODES & ALLIED INDUSTRIES LTD,Domestic Products Manufacturing and Marketing
"28,244",PR0000022561, ,22561,KANO IND. STONE CO. LTD,Domestic Products Manufacturing and Marketing
"28,245",PR0000019707, ,RI019707,KANO METAL PLASTIC INDUSTRY LIMITED,Domestic Products Manufacturing and Marketing
"28,246",PR0000008689, ,8689,KANO PAPER MILLS LIMITED.,Domestic Products Manufacturing and Marketing
"28,247",PR0000016953, ,RI016953,KANO PLASTIC PRODUCTS LTD,Domestic Products Manufacturing and Marketing
"28,248",PR0000013824, ,RI013824,KANO PLASTICS LTD,Domestic Products Manufacturing and Marketing
"28,249",PR0000015735, ,15735,KANO STARCH & ALLIED PRODUCTS LTD,Domestic Products Manufacturing and Marketing
"28,250",PR0000018109, ,RI018109,KANO SWEATERS MANUFACTURING COMPANY LIMITED,Domestic Products Manufacturing and Marketing
"28,251",PR0000015734, ,15734,KANO TOWELS & ALLIED PRODUCTS LTD.,Domestic Products Manufacturing and Marketing
"28,252",PR0000015050, ,15050,KANO UNIVASAL METAL LTD,Domestic Products Manufacturing and Marketing
"28,253",PR0000044676, ,44676,KANUYI INDSUTRIES NIG LTD,Domestic Products Manufacturing and Marketing
"28,254",PR0000608585, ,608585,KAPITAL GARAGES LIMITED,Domestic Products Manufacturing and Marketing
"28,255",PR0000022801, ,RI022801,KARAMU PLASTICS IND. CO. LTD,Domestic Products Manufacturing and Marketing
"28,256",PR0000364911, ,364911,KAREN HAPPUCK NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,257",PR0001377604, ,1377604,KARFI DA KARFE LIMITED,Domestic Products Manufacturing and Marketing
"28,258",PR0000111099, ,111099,KARIBACO INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,259",PR0000162488, ,162488,KARIEX NIGERIA LTD,Domestic Products Manufacturing and Marketing
"28,260",PR0000927452, ,927452,KARIS & SAZII LIMITED,Domestic Products Manufacturing and Marketing
"28,261",PR0000778735, ,778735,KARISHMA CDK LIMITED,Domestic Products Manufacturing and Marketing
"28,262",PR0000505980, ,505980,KARONTEK LIMITED,Domestic Products Manufacturing and Marketing
"28,263",PR0000601560, ,601560,KASFANI AND SONS LIMITED,Domestic Products Manufacturing and Marketing
"28,264",PR0000227979, ,227979,KASMAG LIMITED,Domestic Products Manufacturing and Marketing
"28,265",PR0000030511, ,30511,KASMO INDUSTRIES NIG LTD,Domestic Products Manufacturing and Marketing
"28,266",PR0000658039, ,658039,KASSIM AND JOHNSON CREATION LIMITED,Domestic Products Manufacturing and Marketing
"28,267",PR0000021329, ,RI021329,KASSIN ALUWINIUM MANUFACTURING LIMITED,Domestic Products Manufacturing and Marketing
"28,268",PR0000643922, ,643922,KATANS INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,269",PR0000015355, ,15355,KATES ASSOCIATED IND. LTD,Domestic Products Manufacturing and Marketing
"28,270",PR0000023768, ,23768,KATSINA COLD IDUSTRIES LTD,Domestic Products Manufacturing and Marketing
"28,271",PR0000615592, ,615592,KAUFMANA PRODUCTS LIMITED,Domestic Products Manufacturing and Marketing
"28,272",PR0001379962, ,1379962,KAUSARNOON CONCEPT LIMITED,Domestic Products Manufacturing and Marketing
"28,273",PR0000023069, ,23069,KAVAS INDUSTRIES NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,274",PR0000004232, ,4232,KAY INDUSTRIES NIG LTD,Domestic Products Manufacturing and Marketing
"28,275",PR0000029879, ,RI029879,KAY PLASTICS NIG. LTD,Domestic Products Manufacturing and Marketing
"28,276",PR0000011758, ,11758,KAYODE TECHNICAL COMPANY NIG. LTD,Domestic Products Manufacturing and Marketing
"28,277",PR0000619272, ,619272,KAYZEE PRODUCTS AND GEMS LIMITED,Domestic Products Manufacturing and Marketing
"28,278",PR0000656134, ,656134,KAZI INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,279",PR0000602224, ,602224,KBR INTERNATIONAL LIMITED,Domestic Products Manufacturing and Marketing
"28,280",PR0000605420, ,605420,KC WINNERS GLOBAL INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,281",PR0000657374, ,657374,KCE TECHNICAL LIMITED,Domestic Products Manufacturing and Marketing
"28,282",PR0000247635, ,247635,KEDYKE INDUSTRIAL CO. LTD.,Domestic Products Manufacturing and Marketing
"28,283",PR0000172101, ,172101,KEELSON (NIG) LTD,Domestic Products Manufacturing and Marketing
"28,284",PR0000284018, ,284018,KEENGEO TECHNICAL WEST AFRCA LIMITED,Domestic Products Manufacturing and Marketing
"28,285",PR0000511227, ,511227,KEEPTRACK LIMITED,Domestic Products Manufacturing and Marketing
"28,286",PR0000635627, ,635627,KEHAC INDUSTRIES NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,287",PR0000014679, ,14679,KEIN METALWORKS LTD,Domestic Products Manufacturing and Marketing
"28,288",PR0000122206, ,122206,KEK NIG LTD,Domestic Products Manufacturing and Marketing
"28,289",PR0000624695, ,624695,KEKOS TWINS LIMITED,Domestic Products Manufacturing and Marketing
"28,290",PR0000425204, ,425204,KEKS GODDY LIMITED,Domestic Products Manufacturing and Marketing
"28,291",PR0000600809, ,600809,KELTRUCKS LIMITED,Domestic Products Manufacturing and Marketing
"28,292",PR0000656297, ,656297,KEMPSTON CONTROLS LTD,Domestic Products Manufacturing and Marketing
"28,293",PR0000034593, ,RI034593,KEMS PLASTIC IND. LTD,Domestic Products Manufacturing and Marketing
"28,294",PR0000832574, ,832574,KEN DOUBRA NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,295",PR0000012626, ,12626,KEN FREEMAN ENG. CO. LTD,Domestic Products Manufacturing and Marketing
"28,296",PR0000051410, ,51410,KEN-KEN INDUSTRIES NIG LTD,Domestic Products Manufacturing and Marketing
"28,297",PR0000359268, ,359268,KENACHI LIMITED,Domestic Products Manufacturing and Marketing
"28,298",PR0000643368, ,643368,KENARK GLOBAL INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,299",PR0000145964, ,145964,KENCHEK LIMITED,Domestic Products Manufacturing and Marketing
"28,300",PR0000825713, ,825713,KENCHIN GLOBAL INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,301",PR0000606121, ,606121,KENDAD GLOBAL LTD,Domestic Products Manufacturing and Marketing
"28,302",PR0000020354, ,20354,KENDADE TECHNICAL SERVICES LIMITED.,Domestic Products Manufacturing and Marketing
"28,303",PR0000066609, ,66609,KENGRAPHICS PRODUCTS LIMITED,Domestic Products Manufacturing and Marketing
"28,304",PR0000615040, ,615040,KENIK ENTERPRISES LIMITED,Domestic Products Manufacturing and Marketing
"28,305",PR0000619259, ,619259,KENKEL INTEGRATED INDUSTRIES LTD,Domestic Products Manufacturing and Marketing
"28,306",PR0000601610, ,601610,KENLAST DAVIS INTERNATIONAL LIMITED,Domestic Products Manufacturing and Marketing
"28,307",PR0000132779, ,RI132779,KENMARK TEXTILE GARMENT MANUFACTURING COMPANY LTD,Domestic Products Manufacturing and Marketing
"28,308",PR0000241527, ,241527,KENNEDY AND KENNEDY INUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,309",PR0000012115, ,12115,KENNY TOM INDUSTRIAL LIMITED,Domestic Products Manufacturing and Marketing
"28,310",PR0000605731, ,605731,KENVANCO LIMITED,Domestic Products Manufacturing and Marketing
"28,311",PR0000069118, ,69118,KEO JAS INTL LTD,Domestic Products Manufacturing and Marketing
"28,312",PR0000619843, ,619843,KEPODEP LIMITED,Domestic Products Manufacturing and Marketing
"28,313",PR0000191893, ,191893,KER INDUSTRIES LTD,Domestic Products Manufacturing and Marketing
"28,314",PR0000027608, ,27608,KEREWA IND. LTD,Domestic Products Manufacturing and Marketing
"28,315",PR0000607267, ,607267,KERILDBERT MANUFACTURING CONCERNS LIMITED,Domestic Products Manufacturing and Marketing
"28,316",PR0000067359, ,67359,KERLIN PRODUCTS NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,317",PR0000014047, ,14047,KESAMIC LTD,Domestic Products Manufacturing and Marketing
"28,318",PR0000059421, ,59421,KESS BAY IND. LTD,Domestic Products Manufacturing and Marketing
"28,319",PR0000956045, ,956045,KESTAVAR LIMITED,Domestic Products Manufacturing and Marketing
"28,320",PR0000158438, ,158438,KESUNI (NIG.) LTD,Domestic Products Manufacturing and Marketing
"28,321",PR0000604614, ,604614,KETRON GLOBAL INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,322",PR0000612552, ,612552,KETVON MARKETING CO. LIMITED,Domestic Products Manufacturing and Marketing
"28,323",PR0000615114, ,615114,KEVIN & BLESSING INDUSTRY LIMITED,Domestic Products Manufacturing and Marketing
"28,324",PR0000006882, ,6882,KEWALRAMS (IBADAN) LIMITED,Domestic Products Manufacturing and Marketing
"28,325",PR0000006883, ,6883,KEWALRAMS (KANO) LIMITED,Domestic Products Manufacturing and Marketing
"28,326",PR0000006885, ,6885,KEWALRAMS (P.H) LIMITED,Domestic Products Manufacturing and Marketing
"28,327",PR0000006884, ,6884,KEWALRAMS (WARRI) LIMITED,Domestic Products Manufacturing and Marketing
"28,328",PR0000803150, ,803150,KEXXON AGENCIES LIMITED,Domestic Products Manufacturing and Marketing
"28,329",PR0000120122, ,120122,KEY PRODUCTS LIMITED,Domestic Products Manufacturing and Marketing
"28,330",PR0000018037, ,18037,KEYGAM LTD,Domestic Products Manufacturing and Marketing
"28,331",PR0000647148, ,647148,KEYSTONE A. TECHNICAL LIMITED,Domestic Products Manufacturing and Marketing
"28,332",PR0000650760, ,650760,KEYWAY CONSULT & TECH SERVICES LIMITED,Domestic Products Manufacturing and Marketing
"28,333",PR0000647358, ,647358,KEZTON GLOBAL CONCEPT LIMITED,Domestic Products Manufacturing and Marketing
"28,334",PR0000118795, ,118795,KGM INDUSTRIES LTD,Domestic Products Manufacturing and Marketing
"28,335",PR0000020264, ,RI020264,KHALIPLASTICS (NIGERIA) LIMITED,Domestic Products Manufacturing and Marketing
"28,336",PR0000658082, ,658082,KHARECE TRIO SYNERGY LIMITED,Domestic Products Manufacturing and Marketing
"28,337",PR0000024753, ,24753,KHATOUN ENTERPRISES LTD,Domestic Products Manufacturing and Marketing
"28,338",PR0000610504, ,610504,KHOA FASHION NIG LTD,Domestic Products Manufacturing and Marketing
"28,339",PR0000443730, ,443730,KHS MACHINES NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,340",PR0000945727, ,945727,KIDDIES CREEK LIMITED,Domestic Products Manufacturing and Marketing
"28,341",PR0000614416, ,614416,KIDDIES ULTIMATE JOINT LIMITED,Domestic Products Manufacturing and Marketing
"28,342",PR0000619854, ,619854,KIDDY`S WORLD LIMITED,Domestic Products Manufacturing and Marketing
"28,343",PR0000073970, ,73970,KIE-DAL ADVERTISING NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,344",PR0000057660, ,57660,KIGHO STORES LTD,Domestic Products Manufacturing and Marketing
"28,345",PR0000027077, ,27077,KING CARPET MFG. CO. LTD.,Domestic Products Manufacturing and Marketing
"28,346",PR0000071787, ,71787,KING ROADTSER INDUSTRIES LTD,Domestic Products Manufacturing and Marketing
"28,347",PR0000604937, ,604937,KING-SON PRODUCTION INT'L LTD,Domestic Products Manufacturing and Marketing
"28,348",PR0000648194, ,648194,KINGCHUDY GLOBAL MERCHANTS LIMITED,Domestic Products Manufacturing and Marketing
"28,349",PR0000726959, ,726959,KINGDOM E AND C LTD,Domestic Products Manufacturing and Marketing
"28,350",PR0000634865, ,634865,KINGS BOTTLING COMPANY LIMITED,Domestic Products Manufacturing and Marketing
"28,351",PR0000511125, ,RI511125,KINGS BRAND INDUSTRIES AND CYCLE MANUFACTURES LIMITED,Domestic Products Manufacturing and Marketing
"28,352",PR0000502893, ,502893,KINGS PORT PROPERTIES NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,353",PR0000273552, ,273552,KINGS SOAP INDUSTRIES LTD,Domestic Products Manufacturing and Marketing
"28,354",PR0000632773, ,632773,KINGSREGIS LTD,Domestic Products Manufacturing and Marketing
"28,355",PR0000614239, ,614239,KINGSWIN INDUSTRIAL LIMITED,Domestic Products Manufacturing and Marketing
"28,356",PR0000605984, ,605984,KINNAS GLOBAL CONCEPT LIMITED,Domestic Products Manufacturing and Marketing
"28,357",PR0000508657, ,508657,KINS PUBLISHERS LIMITED,Domestic Products Manufacturing and Marketing
"28,358",PR0000630614, ,630614,KIRARAH INDUSTRIES AND ALLIED PRODUCTS LIMITED,Domestic Products Manufacturing and Marketing
"28,359",PR0000628507, ,RI628507,KIRTI PLASTIC INDUSTRY LIMITED,Domestic Products Manufacturing and Marketing
"28,360",PR0000030685, ,30685,KISSY INDUST. NIG. LTD.,Domestic Products Manufacturing and Marketing
"28,361",PR0000230268, ,230268,KITWE MEWS INDUSTRIES LTD.,Domestic Products Manufacturing and Marketing
"28,362",PR0000658560, ,658560,KLIN TECHNOLOGIES AND WARES LIMITED,Domestic Products Manufacturing and Marketing
"28,363",PR0000627443, ,627443,KNG ENERGY NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,364",PR0000019860, ,RI019860,KNIGHT METAL MANUFACTURING CO. LTD,Domestic Products Manufacturing and Marketing
"28,365",PR0000638899, ,638899,KOBA ENERGY NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,366",PR0001186499, ,1186499,KOEB INDUSTRIAL SOLUTIONS LIMITED,Domestic Products Manufacturing and Marketing
"28,367",PR0000614400, ,614400,KOGUNA STORES LIMITED,Domestic Products Manufacturing and Marketing
"28,368",PR0000508983, ,508983,KOHINOOR INDUSTRIES NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,369",PR0000026008, ,26008,KOLAWOLE INDUSTRIAL CO. LTD.,Domestic Products Manufacturing and Marketing
"28,370",PR0000008442, ,RI008442,KOLOKO RUBBER BUYING AGENCY LIMITED,Domestic Products Manufacturing and Marketing
"28,371",PR0000055714, ,55714,KOMA SUNFLOWA INDUSTRIES NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,372",PR0000025668, ,25668,KOMAC INDUSTRIES NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,373",PR0000257403, ,257403,KOMPUTERISE IT NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,374",PR0000624964, ,624964,KONBO-ERE-(NIGERIA) LIMITED,Domestic Products Manufacturing and Marketing
"28,375",PR0000192112, ,192112,KONO INDUSTRIES LTD,Domestic Products Manufacturing and Marketing
"28,376",PR0000063233, ,63233,KONOAFRIC CONGLOMERATE INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,377",PR0000018828, ,18828,KONT-SUPP. [NIGERIA] LIMITED,Domestic Products Manufacturing and Marketing
"28,378",PR0000018260, ,18260,KORSAH BROS & SONS NIG. LTD,Domestic Products Manufacturing and Marketing
"28,379",PR0000018610, ,18610,KOSA AND SONS CONCRETE INDUSTRY LIMITED,Domestic Products Manufacturing and Marketing
"28,380",PR0001058538, ,1058538,KOSERV INTEGRATED SERVICES LIMITED,Domestic Products Manufacturing and Marketing
"28,381",PR0000507678, ,507678,KRATIMI INTERNATIONAL LIMITED,Domestic Products Manufacturing and Marketing
"28,382",BR0002001525,PR0002001525,2001525,KRENZO BOTTLING COMPANY,Domestic Products Manufacturing and Marketing
"28,383",PR0000759370, ,759370,KRESTO PACO LTD,Domestic Products Manufacturing and Marketing
"28,384",PR0000508726, ,508726,KRETAN BUSINESS CONCEPTS LIMITED,Domestic Products Manufacturing and Marketing
"28,385",PR0000078539, ,78539,KRIMASS INDUSTRIES LTD,Domestic Products Manufacturing and Marketing
"28,386",PR0000656064, ,656064,KRISKA KITCHENWARES LIMITED,Domestic Products Manufacturing and Marketing
"28,387",PR0000492626, ,492626,KRISORAL GROUP OF COMPANIES LIMITED,Domestic Products Manufacturing and Marketing
"28,388",PR0000161053, ,161053,KRIXOL KONSULT NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,389",PR0000042363, ,RI042363,KUDA NAIL MANUFACTURING CO. LTD,Domestic Products Manufacturing and Marketing
"28,390",PR0000263608, ,263608,KUDONG NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,391",PR0000025324, ,25324,KUDOS CONCRETE INDUSTRIES NIG. LTD.,Domestic Products Manufacturing and Marketing
"28,392",PR0000054606, ,RI054606,KUDOS PLASTIC INDUSTRIES NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,393",PR0000035434, ,35434,KUGIBA & CO. (NIG) LTD,Domestic Products Manufacturing and Marketing
"28,394",PR0001473656, ,1473656,KUISINE GLOBAL SERVICES LTD,Domestic Products Manufacturing and Marketing
"28,395",PR0000070113, ,70113,KULAK TRADES & INDUSTRIES PLC,Domestic Products Manufacturing and Marketing
"28,396",PR0000511952, ,511952,KUM FAYA KUM INDUSTRIES LTD,Domestic Products Manufacturing and Marketing
"28,397",PR0000622094, ,622094,KUMMANA GENERAL ENTERPRISES LIMITED,Domestic Products Manufacturing and Marketing
"28,398",PR0000063809, ,63809,KUNGWA INDUSTRIES COMPANY LIMITED,Domestic Products Manufacturing and Marketing
"28,399",PR0000669295, ,669295,KUNYUN PLATE MAKING NIG CO LTD,Domestic Products Manufacturing and Marketing
"28,400",PR0000640468, ,RI640468,KURAMO MANUFACTURING INDUSTRIES COMPANY LIMITED,Domestic Products Manufacturing and Marketing
"28,401",PR0000626875, ,626875,KUSHASHA INTERNATIONAL LIMITED,Domestic Products Manufacturing and Marketing
"28,402",PR0000165141, ,165141,KUYET NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,403",PR0001277004, ,1277004,KWALI WIRE & CABLE MANUFACTURING LTD,Domestic Products Manufacturing and Marketing
"28,404",PR0000016789, ,RI016789,KWARA FURNITURE MANUFACTURING CO. LTD,Domestic Products Manufacturing and Marketing
"28,405",PR0000010395, ,RI010395,KWARA MANUFACTURING AND DISTRIBUTION NIG LTD,Domestic Products Manufacturing and Marketing
"28,406",PR0000046225, ,46225,KWARA METAL WORKS NIGERIAN LIMITED,Domestic Products Manufacturing and Marketing
"28,407",PR0000012696, ,12696,KWARA SAFARI COMPANY LIMITED,Domestic Products Manufacturing and Marketing
"28,408",PR0000011944, ,11944,KWARA TIMBER PRODUCTS [NIGERIA] LIMITED.,Domestic Products Manufacturing and Marketing
"28,409",PR0000021774, ,21774,KWARI ALUMINIUM (NIGERIA) LIMITED,Domestic Products Manufacturing and Marketing
"28,410",PR0000507880, ,507880,KWEKAS INTERNATIONAL LIMITED,Domestic Products Manufacturing and Marketing
"28,411",PR0000509204, ,509204,KWIK SUPERSTORES LIMITED,Domestic Products Manufacturing and Marketing
"28,412",PR0000270078, ,270078,KWMFRED INDUSTRIES LTD,Domestic Products Manufacturing and Marketing
"28,413",PR0000615022, ,RI615022,KYARI PLASTICS & PACKAGING CO. LTD,Domestic Products Manufacturing and Marketing
"28,414",PR0000621543, ,621543,KYMCO INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,415",PR0000608198, ,608198,L & T WOOD LIMITED,Domestic Products Manufacturing and Marketing
"28,416",PR0000337349, ,337349,L AND O (NIGERIA) LIMITED,Domestic Products Manufacturing and Marketing
